# CSV-File created with merge-csv.com
# -----------------------------------------------------------

articleId,displayName,pictureUrl,country,reportCount,commentSn,createdDate,contents/0/categoryId,contents/0/extData/content,isSelf,ext/likeCount/up,ext/likeCount/down,ext/replyCount,ext/liked,status
56186848,ryanaj,http://dl.profile.line-cdn.net/0hs6cTKR-7LBleLQG9_qpTTmJoInQpAypRJkNmKy59dy50TjwaakhheX16JSB1G2hLMk5kfH4vcXt0,ID,0,100000046,1539566658638,text,Kurang menjual kalo Khabib mah. Pesonanya ga sekuat McGregor,false,8,,0,,
56186848,Krisna Perdana,http://dl.profile.line-cdn.net/0hFEnwfG4xGWpTDjSY-ApmPW9LFwckIB8iK2oDDXdbQFN8Oww1PDoCDSIJFA59alY8b2oED3MIQVt4,ID,0,100000019,1539564859305,text,Senyumin ajaa dlu,false,15,8,0,,
56186848,Martien J Pangkey,http://dl.profile.line-cdn.net/0m0e3e381e72517df461fa0e187bdcc70ef68359a9e09c,ID,0,100000068,1539568025554,text,Tinju vs ufc..?? Tinjulah pmnangnya klo pke aturan tinju. Lyknya mcgregor vs maywather.  Khabib cuma mau nambah pundi² dollar karna dia blum sekaya mcgregor,false,8,1,0,,
56186848,A. Restu,http://dl.profile.line-cdn.net/0hmRVf6to4Mn1rHx8ywxxNKldaPBAcMTQ1Ey0uHEgXb0tOe3R7UnF-Th5La0pBfXYrVn56SUwWa0pP,ID,0,100000056,1539567099816,text,Sebenernya ufc ga jauh beda sama smackdown.. mereka atlit profesional sekaligus entertaint... arah nya udah bisa ketebak bakal gimana...,false,5,,0,,
56186848,PresJud,http://dl.profile.line-cdn.net/0hPhkkok5lD0dWEiKRpNJwEGpXASohPAkPLnEQJXMRA3d4dxoVPyEQJXZGASIsIBxFYiYQciMUUiJ_,ID,0,100000077,1539568993602,text,Semoga kalah,false,5,1,0,,
56186848,rini,http://dl.profile.line-cdn.net/0hQG4twQEZDmgJDSPN2gtxPzVIAAV-IwggcTkSWysOBFxwPhs4YGpAW3sLUwssPBttMGMWDiVfUFl3,ID,0,100000074,1539568713568,text,Bakal kalah keknya,false,4,,0,,
56186848,Putra,http://dl.profile.line-cdn.net/0h4E9ALPOHa2oEOEa1AO0UPTh9ZQdzFm0ifAwmDyk6Zgl5DCk7MFgmDiRqNVIsCyk9Ow5wBHVsPFoq,ID,0,100000072,1539568458127,text,"1 vs 1 di ring tinju sebaiknya. Kalau di ring MMA ya petinju kalah kalau dijepit, dipiting.",false,4,,0,,
56186848,cristó,http://dl.profile.line-cdn.net/0hfBAHzd2EOW18MRShA39GOkB0NwALHz8lBFMmDg0wYlQFVX45FVZwXA5mZl4CCSlrFwB_A18xYAgD,ID,0,100000063,1539567643335,text,digging your own grave,false,4,,0,,
56186848,Dan Krisna,http://dl.profile.line-cdn.net/0hK8sEEIbFFBdOPDmzn4xrQHJ5Gno5EhJfNg9Scz5oHydjXwdAJ1pfcDloTiEzDQESdVhZJm8_QyYx,ID,0,100000069,1539568108807,text,Kalau ngelawan di ring tinju sih gk mungkin khabib menang,false,4,1,0,,
56186848,J. Astrotama,http://dl.profile.line-cdn.net/0m00f3104c72518a1fb4c84c7779fd1be2078a47bc9646,ID,0,100000033,1539566270772,text,Kl tandingnya tinju ud jelas lah sp yg menang...palagi jangkauan khabib lbh pendek lg dr connor. Kl tanding MMA kaga bakal mau si mayweather.,false,3,,0,,
56186848,Puspus,http://dl.profile.line-cdn.net/0hJ3_9_62tFRxiQDhyd9xqS14FG3EVbhNUGiFSeERCTS1GeVpCXyJfeUdGSnlGI1dKWnUKexVJGCod,ID,0,100000079,1539569102684,text,"Jgn sombong khabib takut nanti malah jd kalah, tetep low profil aja",false,2,,0,,
56186848,Rezki,http://dl.profile.line-cdn.net/0h4cLsp2SJa0xxCkboUzIUG01PZSEGJG0ECW4iKFINMHxbMngZT2UgfV1dPChZaHxPSm9zelACMyxY,ID,0,100000039,1539566396265,text,Jadi sedikit berkurang respect saya,false,2,1,0,,
56186848,Alridho,http://dl.profile.line-cdn.net/0hNomh_fR4EUBQETyfOQpuF2xUHy0nPxcIKHdYLiYWH3IqKF8XPHNaJXMRSHR5IVMeb3BfIiAUTHR7,ID,0,100000101,1539574787243,text,Jadi arogan,false,1,,0,,
56186848,Goklas Miracle,http://dl.profile.line-cdn.net/0h-bYkMO8Sck1kEl-yma4NGlhXfCATPHQFHHA-fxVBfn5PdzEaXSE7KEUSeXlLJTEfW3Q8KBIXfntB,ID,0,100000100,1539574602013,text,"Simple Aja.. Khabib cuman bisa main submission..  Dan kalau main fight berdiri overall dia kalah telak.. Apalagi lwn Floyd Mayweather.. Sya nnton Brock Lesnar vs Frank Mir.. Frank mir udh bonyok tpi dia menang karna submission.. Sedangkan klo main atas dia sudah pasti kalah sama Brock Lesnar. Jdi kesimpulannya ini hanya utk mendulang popularitas. Terlihat seperti strategi marketing ny McGregor. Yah.. Itu sih bagus utk mendapatkan pundi"" uang.",false,1,,0,,
56186848,budy,http://dl.profile.line-cdn.net/0m0192a6d872517917f5c70ded948a00af4912e3b252f3,ID,0,100000099,1539573644099,text,"Wah kena virus nya conor, sok jago ... sombong kali kao ...",false,1,,0,,
56186848,ARNOLD SUASANA SEGAR,http://dl.profile.line-cdn.net/0hC-5wWq4zHAIIDjEkr_FjVTRLEm9_IBpKcDxaMCoLF2J2alpdM20GMC9bQTonbFoAPGlTY30JRmcl,ID,0,100000096,1539572701593,text,Sombong sekali khabib ni,false,1,,0,,
56186848,Ragil Adi Riyanto,http://dl.profile.line-cdn.net/0hpSd69HJ8L3xZTwCXXQxQK2UKIREuYSk0IS4wHigdIURwKzsiNnkzHn4ccR4kfGgjMS80TylJI0Rz,ID,0,100000095,1539572525707,text,"Floyd bukan'y petinju pro ya, mana mau dia. Coz dia pasti kalah kalau ada bantingan atau kuncian. Sedangkan klo pake rule tinju, sy khawatir khabib kalah. Krna keunggulan khabib ada di submission, kuncian'y maut. Itu menurut sy, ya kita lihat saja...",false,1,,0,,
56186848,FerryDwi,http://dl.profile.line-cdn.net/0m0e6a320a72510d7bd646ff579fb2c843ce44e8907467,ID,0,100000094,1539572298546,text,"Kalo Mayweather lawan Khabib di MMA , gw yakin May akan kalah, karena May gak bisa tarung bawah.
Begitupula sebaliknya , May jago di tarung atas, Khabib pasti kalah lah.  Jadi keduanya merupakan Raja di dunia  tarung yg berbeda.
Tapi menurut gw , tantangan Khabib hanya strategi marketing , biar dapet duit besar seandainya pertarungan itu terjadi. 😁😂",false,1,,0,,
56186848,LitaKaru,http://dl.profile.line-cdn.net/0m016cda9a72510b8ed1f02ba2abeb16fa691370afe7d2,ID,0,100000092,1539571731880,text,"Jiaahhh udh mulai sombong dech
Raja hutan emng gk punya otak mknya ngamuk kayak odang gila, duit gak dapat, sabuk gak jelas, pake otak makanya, di dunia ada hukum, bkn d hutan yg pake hukum rimba!!!",false,1,,0,,
56186848,Edi Tambun,http://dl.profile.line-cdn.net/0h24Lr9ORLbRtxC0BwXqUSTE1OY3YGJWtTCT8jeVQMOixUOXlORTkiLQFcNXsLOywYGT1wLV0JZCgP,ID,0,100000091,1539571229545,text,Khabib mulai omong besar..sok nantang petinju,false,1,,0,,
56186848,Kabayan,http://dl.profile.line-cdn.net/0hkkyl21JWNEREFRniEtlLE3hQOikzOzIMPHR7JDEcPSRvIncQLSZ4JTITPyBgdSASeidzKmkdbCA6,ID,0,100000090,1539571224913,text,"Bang, jangan takabur bang. Jangan nenjadi sombong bang. 
Menantang boleh, namun tetap dengan rendah hati. 
Tegapkan badan tanpa membusungkan dada bang.",false,1,,0,,
56186848,chris ando,http://dl.profile.line-cdn.net/0hHN7agdqiF2EKGDqv-cZoNjZdGQx9NhEpcixZAHoYHlcvLVUyY35fAyodHFJ0IAdjMX5ZAywdSAYu,ID,0,100000087,1539570966211,text,tiati star syndrome,false,1,,0,,
56186848,Jevando Trisnanto,http://dl.profile.line-cdn.net/0h6qi-VryoaV5UVEUPM_cWCWgRZzMjem8WLDAuPnRVZ214MykLPDtyOyFWYz58ZiYBbGYnPyQEPj57,ID,0,100000086,1539570864992,text,Jangan terlalu sombong dalam hidup karna di atas langit masih ada langit,false,1,,0,,
56186848,bayu,http://dl.profile.line-cdn.net/0hHS0_T4Y9F3wNJjuU7GVoKzFjGRF6CBE0dRJeEi8uQRwpE1B6NhcLSnwhHBsgQlcpN0dYHHgvGh4h,ID,0,100000083,1539569519246,text,"Tarung ala tinju atau mma nih? Kalo tarung tinju, kayanya khabib kalah. Tapi kalo tarung mma, kemungkinan khabib yang menang",false,1,,0,,
56186848,Sahat Marpaung,http://dl.profile.line-cdn.net/0hsSeDwUQXLHxYPQNwYpZTK2R4IhEvEyo0IAtjHyg6cBtzXml9Zw9hGXo1cEV8X2koN1JhHnRtekQn,ID,0,100000080,1539569113203,text,Floyd mmg jagonya tinju tapi sepertinya ada jg kekeliruan juri dlm memenangkan Floyd sehingga tdk pernah kalah,false,1,,0,,
56186848,Rifqi Raditya,http://dl.profile.line-cdn.net/0h4OASTuhpa2B8KkRRggYUN0BvZQ0LBG0oBE8hBAx4NwBVHC8yQk4jBFgtMFVZTSk3REUnVFB-MVIG,ID,0,100000065,1539567801438,text,"Klo tandingnya di ring gw njagoin mayweather, klo tandingnya di octagon gw njagoin khabib..",false,1,,0,,
56186848,Pakdhe Benie,http://dl.profile.line-cdn.net/0m0316fdc07251762f43767ac7c94effb9b9a9d6b6a776,ID,0,100000061,1539567277411,text,Murni cari duit karna memang beda aliran,false,1,,0,,
56186848,Benhard Sakuragi,http://dl.profile.line-cdn.net/0h80Tl_fCFZx9pFUuPOqcYSFVQaXIeO2FXEXp4cEUXP3gTJyJLXSB7KUxGOntGcndLXCcoeEhBOngU,ID,0,100000015,1539564422093,text,Rematch aja sama Mc Gregor dulu telor bebek..,false,4,4,0,,
56186848,Zaki,http://dl.profile.line-cdn.net/0m0194450f7251f41a294c4af84064a2fbce162aecd989,ID,0,100000106,1539576755116,text,"Lumayan klo menang pindah platform baru. Dripda MMA, udah full of racism & shit. Maskot Ayam kalah kok ga terima.",false,,,0,,
56186848,Yowana Putra,http://dl.profile.line-cdn.net/0hQk0TLy-pDkQNLSOfTHxxEzFoACl6AwgMdUpJK3goAHUkHEtGOE1HKi4lUSMpGhxFMBwWKnwtWXUo,ID,0,100000104,1539576005893,text,Hahahaha Khebab RAT idiot mulai besar kepala think he can stand against Floyd LMAO,false,,,0,,
56186848,Ragil Saputro,http://dl.profile.line-cdn.net/0hiwlUNP00NlhRLBk_mWRJD21pODUmAjAQKUl-OiF4bW0rTHRbPRh7Nnx5a2EpT3UIbB0paXwqa2l8,ID,0,100000103,1539575481302,text,Klo brni lawan gk usah nyalahin habib oiii,false,,,0,,
56186848,Adi,http://dl.profile.line-cdn.net/0h4Fr1hq1va2lPSEa51G8UPnMNZQQ4Zm0hNylxCD8dZQpmLCpqdCsmDTkbPVs1fHs3disgCmwbN1Bi,ID,0,100000102,1539575183669,text,Semua comment pada sok tau. Wkwk,false,,,0,,
56186848,Rudi ZM,http://dl.profile.line-cdn.net/0hsACTgL4GLG5-LQPh0jZTOUJoIgMJAyomBkNqCV0sJw1QTjhqSxxiXAh4e11bG2s_QRlgW119dVdT,ID,0,100000098,1539573575604,text,"itu lah kaum pria, punya hobi dan kepuasaan terhadap hobi itu sendiri masing2, hahahaha asal jgn jadi tukang begal aja",false,,,0,,
56186848,Zenal,http://dl.profile.line-cdn.net/0h--mpooRPcgJQCV8SM10NVWxMfG8nJ3RKKDpoYCINKDB1MWFcazg1N3MJfjp5aWAGamdtMHwPLzF5,ID,0,100000089,1539571108018,text,"Kalo paket rule tinju kalah deh kayanya,ga bisa ngegunting soalnya.tp entah",false,,,0,,forbidden
56186848,yulia,http://dl.profile.line-cdn.net/0hrZEKLJY5LXV4MgJAJ6RSIkR3IxgPHCs9AFFqFwoyI0wHVm1wQgRrFVQycEJVA24nR1dnQV4yJENS,ID,0,100000088,1539571049166,text,"menantang siapapun, 1 lawan 1. tanpa senjata. 
demi uang / popularitas,  menurut saya ini tetap keren..",false,,,0,,
56186848,aldi,http://dl.profile.line-cdn.net/0h0JNSom14b2VzKkK-mmAQMk9vYQgEBGktC0sgC1UvZQILSC0wS0sgB1AjZFNdGnwySkwmBAEsNwZX,ID,0,100000082,1539569278004,text,nico bellic jadi atlit mma ya sekarang,false,,,0,,
56186848,Ibnoe A.M,http://dl.profile.line-cdn.net/0hF4xW7jyWGRtFLjTKmWtmTHlrF3YyAB9TPRxfeGAqRS5oTFkdfU4FeWYmQypvHFhILhtefTUoEClu,ID,1,100000076,1539568819441,text,"Tanpa submission blom tentu khabib bisa menang, duel sampe bonyok itu baru fighter sejati kalo cuma ngunci2 doank emak2 pake sanggul juga bisa 😅",false,0,,0,,spam
56186848,Bimo,http://dl.profile.line-cdn.net/0hP0542-xDDx8ITSK6ClhwSDQIAXJ_YwlXcHsUeHlOAih3KE5OMntCfyxPBSh3KUwdNSsXKyVIVyl1,ID,0,100000075,1539568788320,text,Kinthil,false,,,0,,
56186848,abdan sakuro,http://dl.profile.line-cdn.net/0hW1CJx_BNCB5-MycRaNt3SUJ2BnMJHQ5WBlQVKFIzVSZXAxodRwZCLFxmBC1QVEtPRgYUfVsxXioA,ID,0,100000067,1539567951266,text,"Klw boxing kalah khabib lah..
Tpi klw MMA pasti menang khabib..
Buat 2 jenis pertarungan Boxing dan MMA kan kren tuh..",false,,,0,,
56186848,Chiko,http://dl.profile.line-cdn.net/0hTkHS_8RFC0R1KiY96rV0E0lvBSkCBA0MDU5HK1EsBXMLTR5BT0tGcll_VyZRSBgWHEpMcld4AXdQ,ID,0,100000066,1539567842317,text,🙄,false,,,0,,
56186848,ℙД₮ℜⅈ丂ⅈU丂 丂ДĜДĻД,http://dl.profile.line-cdn.net/0h-z6_3k7uclULJl-Hn-cNAjdjfDh8CHQdc0FtMX4vJTckQjAGZEltNXt2K2BzH2IEN0Q5YyckK2Mh,ID,0,100000060,1539567237140,text,Seru nih... 😈😈😈,false,,,0,,
56186848,vincenzopriawan,http://dl.profile.line-cdn.net/0h_zU7vQuQAFVoTi2Ejqp_AlQLDjgfYAYdECsdO00bXmURLBICVSEbNEtLWzZNeRBTVXpGOx9IWWBB,ID,0,100000055,1539567041986,text,w pantau dulu,false,,0,0,,
56186848,Ken A Rock,,ID,0,100000051,1539566951351,text,"Dua2 nya pemenang tanpa cela, meski berbeda kelas. Sangat ditunggu Fight keduanya 👊",false,,,0,,
56186848,Agung,http://dl.profile.line-cdn.net/0hLxJFTtbdE1d3Pz_gAS5sAEt6HToAERUfD11fNVo3TGZcDV1SQwxYMFs_HjQNDQcHGQ4JZQVrSm8K,ID,0,100000050,1539566803551,text,"Kalok ring tinju , jelas Khabib jaga staminanya ampek 9 ronde . Tapi , kebiasaan kuncian + leher . Kelihatannya sih Mayweather menang dari point .",false,,,0,,
56186848,josua,http://dl.profile.line-cdn.net/0hA-SqKZYRHgJuCDPdrO1hVVJNEG8ZJhhKFjpUNhtfEzBCMFhSUzxYZUIIE2EUPAtSU2tUYRkNRzZB,ID,0,100000049,1539566787924,text,51-0,false,,,0,,
56186848,Juliusjumadie,http://dl.profile.line-cdn.net/0hfVKcLzwLOXl2GhU5za1GLkpfNxQBND8xDih_SAQcYE9eKS59TnsmHwFJZhoIL3smTikjTAQbZB5T,ID,0,100000048,1539566753721,text,Khabib sih jago. Tapi klo khabib maen ke tinju. Wahhh completely different sport bro... u’re going down man...,false,,,0,,
56186848,Benny,http://dl.profile.line-cdn.net/0h2dVuqoVpbUtrDEA6yJcSHFdJYyYcImsDE25xJEgOMX4TPS0ZXmkhJUkNZn9FOX9JXmN2fRwFN3MV,ID,0,100000047,1539566750623,text,Cari duit jg akhirnya,false,,,0,,
56186848,Arya Rizky Pratama,http://dl.profile.line-cdn.net/0hhQ61Wbt2N34LSBqm3uFIKTcNORN8ZjE2cy4vHHofaUxyeSUqNCcvECYfOhwvK3F6Ni55Tyoba0t2,ID,0,100000044,1539566620997,text,🇷🇺🇺🇸💪👊👍👎🔥,false,,,0,,
56186848,Torada,http://dl.profile.line-cdn.net/0hfmEedktJOUJ4HBTloNpGFURZNy8PMj8KAHN0JghPYHUGLntDFHxwcFpMMCdVL3xGE352JA5ONSEC,ID,0,100000042,1539566535963,text,"ini ga betulan lah, becanda nya aja itu sama boss nya showtime",false,,,0,,
56186848,A Faisal Kurniawan,http://dl.profile.line-cdn.net/0hcT69IsOmPHsLQBBQu7pDLDcFMhZ8bjozc3Z7GX0QNRl0cn8lNSAjGCpHYh4icisvMiB0GnwSNkkg,ID,0,100000041,1539566474338,text,COOL,false,,,0,,
56186848,trombones.MR,http://dl.profile.line-cdn.net/0h7hOIQCdaaEdyMET5HuYXEE51ZioFHm4PClEkcgI3Zn8NVHxEHlF3cgQzZCANUnwQTgFyJgBjMXBb,ID,0,100000036,1539566339175,text,"Tinju vs MMA ??? yg bener aja...
kurasa ini hanya jokes aja dr sang ""undisputed"" khabib..",false,,,0,,
56186848,Gilang Rinaldi,http://dl.profile.line-cdn.net/0hMIO6ZhLDEmZyTz7yVC1tMU4KHAsFYRQuCi9cCQBPGARedl02THlUB1YbGFAPK1MyGyAPUwIYGVBb,ID,0,100000035,1539566313614,text,"Kemungkinan besar bisa floyd yg menang lg,
why? karna MMA menggunakan seluruh anggota tubuh tp boxing tidak,
yg pastinya harus mengikuti aturan Boxing yg dimana pasti floyd memiliki rata2 diatas khabib untuk hal boxing, dan stamina juga penting dan floyd unggul hal itu..
nah masalahnya khabib apakah bisa ngimbangin fight yg hanya gunain tangan aja tuh?",false,,,0,,
56186848,Albert,http://dl.profile.line-cdn.net/0h9s7FQSLyZlwKP0kQ7X8ZCzZ6aDF9EWAUclt7anptPz5wDCkNYwkqOXg4Oz4nXCgPN14tOyk_O20v,ID,0,100000032,1539566233007,text,Dana white. Kau emang brilian dalam bisnis,false,,,0,,
56186848,YAHYA MAULANA ARGITO,http://dl.profile.line-cdn.net/0hajDju-q3PkV5ExOceMJBEkVWMCgOPTgNAXJ1Iw9HZ3EBIStAQn14c19AMn0Ady4WF3UmdFgTZSYA,ID,0,100000031,1539566126747,text,"Hmm, ati ati yak, kesombongan dapat meruntuhkan segalanya",false,0,,0,,
56186848,Franklyn Cristevan N,http://dl.profile.line-cdn.net/0hwG8fhgykKGgFHwWvpsdXPzlaJgVyMS4gfXo3CnIXIQ1_JzxpOi0yB3VII1gtKWhqPysyWSkdIg0p,ID,0,100000030,1539566085715,text,Money matter,false,,,0,,
56186848,Adi,http://dl.profile.line-cdn.net/0m02ba50c572516ea6236190892c7cf4c992a607ef9388,ID,0,100000029,1539566079056,text,Ya percuma aja cuma jd showbiz.. kl aturannya cuma blh aturan tinju pasti Mayweather yg menang.. kl mau fair ada aturan UFC jg dimasukkan.,false,,,1,,
56186848,Vicky Fran Siallagan,http://dl.profile.line-cdn.net/0hfsSS8Nw8OVxuKhYbNjBGC1JvNzEZBD8UFkp1Pk4vY2hLTn1dUBx-PU0rZWRBGXoOWxt0Mx54YzxA,ID,0,100000026,1539565919996,text,"McGregor effect, Khabib perlahan menjadi pencipta uang Yg ulung",false,,,0,,
56186848,awan,http://dl.profile.line-cdn.net/0hLAnBZwgOE25TOz6KFfxsOW9-HQMkFRUmK1hfXHA4RQx8XFNoOw1dCXRuSld7Xl08ZgpYCCM5RFd8,ID,0,100000022,1539565654913,text,Mantap biar pundi dollar semakin tebal,false,,,0,,
56186848,.wekkaay.woles,http://dl.profile.line-cdn.net/0hgS8pVZfNOHwFCRWX48JHKzlMNhFyJz40fWkiHiUMZx8sbH0pajp1E3MJZkl_aX0jbDt-EnVeZR58,ID,0,100000020,1539565422004,text,Cadassss broo,false,,,0,,
56186848,Filemon,http://dl.profile.line-cdn.net/0hjWTWZ7c4NXhpLhiGRzJKL1VrOxUeADMwEU4qSUl7bEEWTSAoUU0oH095bhpDGyUtBk0pS0p9Y01C,ID,0,100000012,1539563839622,text,Duh setelah dukungan mendunia ke dia maka semakin Pede deh om khabib,false,,,0,,
56186848,jonz,http://dl.profile.line-cdn.net/0hINYt4a2UFmFkDTsLT5ppNlhIGAwTIxApHDsLAxEISFlOalVkCmkODhIOHFVObVBnWWhYD0NYQAFL,ID,0,100000097,1539572952678,text,hebatnya amerika... isue agama disetting spy dagangannnya laku,false,,1,0,,
56186848,KRISNA,http://dl.profile.line-cdn.net/0hsvzVQfuyLFlHLwGKjvRTDntqIjQwASoRP0A2aDIoJmxtGWxdchpnOWAuIGFvHWMLKEtkOTYqImxj,ID,0,100000093,1539571906639,text,Nyari duit...,false,,1,0,,
56186848,LFY,,ID,0,100000073,1539568711515,text,"Mayweather yang sekarang hanyalah seorang pebisnis pertarungan hiburan. Menjual rekor dengan pertandingan yang sudah diatur. Apakah akhirnya sekarang khabib ingin melakukan hal yang sama dengan connor, menipu masyarakat bersama Mayweather demi uang? :)",false,,1,0,,
56186848,UDHO,http://dl.profile.line-cdn.net/0hciQRb6QCPEZsKxGfbthDEVBuMisbBToOFB0hI05-NnVCGCkRWUhzJ098YnNBGCsXUUx3chkvZCVA,ID,0,100000064,1539567719827,text,Si anjing mayweather lawan pacman aja gak bisa menang,false,,1,1,,
56186848,Roy Rajagukguk,http://dl.profile.line-cdn.net/0m0edeeb6a7251dabf4212089d443576fad78e44d4a1a9,ID,0,100000058,1539567136209,text,"Kalau main tinju khabib kalah, klo mma khabib pasti menang..",false,,1,0,,
56186848,Adi Parzza,http://dl.profile.line-cdn.net/0hO8eXp-EmEBdYITx9yiJvQGRkHnovDxZfIE5cIXp2SSJzQlREYEVYdi90HiAmElUWbBNWcHlzR3dy,ID,0,100000053,1539566981762,text,Maythr banci ga brani maen ufc,false,,1,0,,
56186848,ベラ　アビガイル[SñkLüv],http://dl.profile.line-cdn.net/0hub3rV6J5Kk0OCwegj_BVGjJOJCB5JSwFdmhseS4IcX9wMzlIO2xteSlcfXlzOTkYYWo2eXlYJnol,ID,0,100000037,1539566344151,text,"Khabib : Heh item ireng by one kuy
McGregor : AFK",false,,1,0,,
56186848,Annisa Rizqy,http://dl.profile.line-cdn.net/0hOsE4EBG_EFx4TT2u2rxvC0QIHjEPYxYUAC5WalVPG2lTegICFi0Lag1NS2RTeFZaRC4KOFUfG20G,ID,0,100000027,1539565965958,text,Kok ngerasa jd kaya wwe ya? (Akting),false,,1,0,,
56186848,Nazzil Seban,http://dl.profile.line-cdn.net/0hcWm5EEyhPHhQTBFhlC9DL2wJMhUnYjowKHl6SX0ca050KXN5aSsnFiIcNht5dCgmZCp0TXwfMEl9,ID,0,100000014,1539564336765,text,bib bib hadeh,false,,1,0,,
56186848,Alfrido W Hutagalung,http://dl.profile.line-cdn.net/0hAGLBB1qpHmhxOzOGmo9hP01-EAUGFRggCVlSCVEySFleDV5tRFQDBlM4EllUCQk9SVQBXVY5FAxf,ID,0,100000021,1539565452948,text,Mkin sombong ya,false,7,9,1,,
56186848,Nanta YR,http://dl.profile.line-cdn.net/0hxYMUct5uJ3ZwLAp5EVNYIUxpKRsHAiE-CEhuFwAqehNaGGcjSE8_R1AqcRVaS2lwTEk6F1B7KkQN,ID,0,100000024,1539565830536,text,"Dan khabib mulai songong melalui statement ""di hutan hanya ada satu raja, dan tentu saja saya rajanya""",false,2,4,0,,
